Model,Mrp,Rating,Review,Specs,Brand,Model_name,Color,Price,Ratings,Reviews,RAM,ROM,Expandable Upto
"Infinix HOT 20 Play (Luna Blue, 64 GB)","₹8,199",4.3,505 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 20 Play,Luna Blue,8199.0,505.0,52.0,4.0,64.0,256 GB
"MOTOROLA e40 (Carbon Gray, 64 GB)","₹7,999",4.1,"56,085 Ratings & 5,600 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,MOTOROLA,e40,Carbon Gray,7999.0,56085.0,5600.0,4.0,64.0,1 TB
"POCO C31 (Shadow Gray, 64 GB)","₹7,499",4.3,"1,83,688 Ratings & 11,185 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,POCO,C31,Shadow Gray,7499.0,183688.0,11185.0,4.0,64.0,512 GB
"REDMI 9i Sport (Coral Green, 64 GB)","₹7,199",4.3,"2,09,377 Ratings & 12,027 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,9i Sport,Coral Green,7199.0,209377.0,12027.0,4.0,64.0,512 GB
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹14,999",4.3,"1,37,778 Ratings & 11,213 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F23 5G,Aqua Blue,14999.0,137778.0,11213.0,6.0,128.0,1 TB
"POCO M4 Pro 5G (Cool Blue, 64 GB)","₹11,999",4.3,"33,258 Ratings & 2,972 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Cool Blue,11999.0,33258.0,2972.0,4.0,64.0,1 TB
"MOTOROLA e40 (Pink Clay, 64 GB)","₹7,999",4.1,"56,085 Ratings & 5,600 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,MOTOROLA,e40,Pink Clay,7999.0,56085.0,5600.0,4.0,64.0,1 TB
"realme 9 5G (Stargaze White, 128 GB)","₹16,499",4.4,"44,415 Ratings & 2,930 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Stargaze White,16499.0,44415.0,2930.0,6.0,128.0,1 TB
"realme 9 5G (Supersonic Blue, 64 GB)","₹14,999",4.5,"36,109 Ratings & 2,083 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Supersonic Blue,14999.0,36109.0,2083.0,4.0,64.0,1 TB
"MOTOROLA G62 5G (Midnight Gray, 128 GB)","₹14,999",4.1,"8,567 Ratings & 933 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,G62 5G,Midnight Gray,14999.0,8567.0,933.0,6.0,128.0,
"REDMI 9i Sport (Carbon Black, 64 GB)","₹7,199",4.3,"2,09,377 Ratings & 12,027 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,9i Sport,Carbon Black,7199.0,209377.0,12027.0,4.0,64.0,512 GB
"POCO M4 Pro 5G (Cool Blue, 128 GB)","₹13,999",4.2,"41,124 Ratings & 3,691 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Cool Blue,13999.0,41124.0,3691.0,6.0,128.0,1 TB
"MOTOROLA g52 (Metallic White, 128 GB)","₹12,999",4.2,"20,882 Ratings & 2,628 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,g52,Metallic White,12999.0,20882.0,2628.0,6.0,128.0,
"SAMSUNG Galaxy F23 5G (Aqua Blue, 128 GB)","₹13,999",4.2,"32,083 Ratings & 2,613 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F23 5G,Aqua Blue,13999.0,32083.0,2613.0,4.0,128.0,1 TB
"realme 9 5G (Supersonic Blue, 128 GB)","₹16,499",4.4,"44,415 Ratings & 2,930 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Supersonic Blue,16499.0,44415.0,2930.0,6.0,128.0,1 TB
"realme 9 5G (Meteor Black, 128 GB)","₹16,499",4.4,"44,415 Ratings & 2,930 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Meteor Black,16499.0,44415.0,2930.0,6.0,128.0,1 TB
"realme 9 5G (Meteor Black, 64 GB)","₹14,999",4.5,"36,109 Ratings & 2,083 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Meteor Black,14999.0,36109.0,2083.0,4.0,64.0,1 TB
"realme 9 5G (Stargaze White, 64 GB)","₹14,999",4.5,"36,109 Ratings & 2,083 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Stargaze White,14999.0,36109.0,2083.0,4.0,64.0,1 TB
"APPLE iPhone 14 (Starlight, 128 GB)","₹73,990",4.6,981 Ratings & 67 Reviews,128 GB ROM,APPLE,iPhone 14,Starlight,73990.0,981.0,67.0,,128.0,
"MOTOROLA g52 (Charcoal Grey, 128 GB)","₹12,999",4.2,"20,882 Ratings & 2,628 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,g52,Charcoal Grey,12999.0,20882.0,2628.0,6.0,128.0,
"APPLE iPhone 14 (Midnight, 128 GB)","₹73,990",4.6,981 Ratings & 67 Reviews,128 GB ROM,APPLE,iPhone 14,Midnight,73990.0,981.0,67.0,,128.0,
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹14,999",4.3,"1,37,778 Ratings & 11,213 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F23 5G,Forest Green,14999.0,137778.0,11213.0,6.0,128.0,1 TB
"MOTOROLA G32 (Satin Silver, 64 GB)","₹9,999",4.2,"16,249 Ratings & 1,639 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,G32,Satin Silver,9999.0,16249.0,1639.0,4.0,64.0,
"MOTOROLA G62 5G (Frosted Blue, 128 GB)","₹14,999",4.1,"8,567 Ratings & 933 Reviews",6 GB RAM | 128 GB ROM,MOTOROLA,G62 5G,Frosted Blue,14999.0,8567.0,933.0,6.0,128.0,
"MOTOROLA g42 (Atlantic Green, 64 GB)","₹10,999",4.1,"3,075 Ratings & 385 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,g42,Atlantic Green,10999.0,3075.0,385.0,4.0,64.0,
"APPLE iPhone 14 (Blue, 128 GB)","₹73,990",4.6,981 Ratings & 67 Reviews,128 GB ROM,APPLE,iPhone 14,Blue,73990.0,981.0,67.0,,128.0,
"realme 9 5G (Supersonic Black, 128 GB)","₹16,499",4.4,"44,415 Ratings & 2,930 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9 5G,Supersonic Black,16499.0,44415.0,2930.0,6.0,128.0,1 TB
"Infinix HOT 20 Play (Racing Black, 64 GB)","₹8,199",4.3,505 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 20 Play,Racing Black,8199.0,505.0,52.0,4.0,64.0,256 GB
"Infinix HOT 20 Play (Aurora Green, 64 GB)","₹8,199",4.3,505 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 20 Play,Aurora Green,8199.0,505.0,52.0,4.0,64.0,256 GB
"Infinix HOT 20 Play (Fantasy Purple, 64 GB)","₹8,199",4.3,505 Ratings & 52 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,HOT 20 Play,Fantasy Purple,8199.0,505.0,52.0,4.0,64.0,256 GB
"APPLE iPhone 14 (Purple, 128 GB)","₹73,990",4.6,981 Ratings & 67 Reviews,128 GB ROM,APPLE,iPhone 14,Purple,73990.0,981.0,67.0,,128.0,
"vivo T1 5G (Rainbow Fantasy, 128 GB)","₹15,990",4.3,"59,607 Ratings & 4,787 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Rainbow Fantasy,15990.0,59607.0,4787.0,4.0,128.0,1 TB
"vivo T1 5G (Rainbow Fantasy, 128 GB)","₹16,990",4.4,"1,57,801 Ratings & 12,539 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Rainbow Fantasy,16990.0,157801.0,12539.0,6.0,128.0,1 TB
"REDMI Note 11 SE (Cosmic White, 64 GB)","₹11,999",4.3,"30,409 Ratings & 1,886 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,Note 11 SE,Cosmic White,11999.0,30409.0,1886.0,6.0,64.0,512 GB
"REDMI 10 (Pacific Blue, 64 GB)","₹9,999",4.3,"1,65,144 Ratings & 10,864 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REDMI,10,Pacific Blue,9999.0,165144.0,10864.0,4.0,64.0,1 TB
"POCO C31 (Royal Blue, 64 GB)","₹7,499",4.3,"1,83,688 Ratings & 11,185 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,POCO,C31,Royal Blue,7499.0,183688.0,11185.0,4.0,64.0,512 GB
"REDMI 10 (Midnight Black, 64 GB)","₹9,999",4.3,"1,65,144 Ratings & 10,864 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REDMI,10,Midnight Black,9999.0,165144.0,10864.0,4.0,64.0,1 TB
"MOTOROLA G32 (Mineral Gray, 64 GB)","₹9,999",4.2,"16,249 Ratings & 1,639 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,G32,Mineral Gray,9999.0,16249.0,1639.0,4.0,64.0,
"POCO M4 5G (Cool Blue, 128 GB)","₹13,999",4.2,"22,699 Ratings & 1,884 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,POCO,M4 5G,Cool Blue,13999.0,22699.0,1884.0,6.0,128.0,512 GB
"vivo T1X (Gravity Black, 64 GB)","₹11,999",4.5,"68,117 Ratings & 3,863 Reviews",4 GB RAM | 64 GB ROM,VIVO,T1X,Gravity Black,11999.0,68117.0,3863.0,4.0,64.0,
"vivo T1X (Space Blue, 64 GB)","₹11,999",4.5,"68,117 Ratings & 3,863 Reviews",4 GB RAM | 64 GB ROM,VIVO,T1X,Space Blue,11999.0,68117.0,3863.0,4.0,64.0,
"POCO M4 5G (Cool Blue, 64 GB)","₹11,999",4.2,"45,400 Ratings & 3,749 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,POCO,M4 5G,Cool Blue,11999.0,45400.0,3749.0,4.0,64.0,512 GB
"POCO M4 5G (Power Black, 128 GB)","₹13,999",4.2,"22,699 Ratings & 1,884 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,POCO,M4 5G,Power Black,13999.0,22699.0,1884.0,6.0,128.0,512 GB
"MOTOROLA g82 5G(White Lily, 128 GB)","₹18,999",4.2,"5,211 Ratings & 703 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g82 5G,White Lily,18999.0,5211.0,703.0,6.0,128.0,1 TB
"vivo T1 5G (Starlight Black, 128 GB)","₹15,990",4.3,"59,607 Ratings & 4,787 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Starlight Black,15990.0,59607.0,4787.0,4.0,128.0,1 TB
"SAMSUNG Galaxy F23 5G (Forest Green, 128 GB)","₹13,999",4.2,"32,083 Ratings & 2,613 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F23 5G,Forest Green,13999.0,32083.0,2613.0,4.0,128.0,1 TB
"Infinix Smart 6 HD (Aqua Sky, 32 GB)","₹5,799",4.4,"15,648 Ratings & 823 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 HD,Aqua Sky,5799.0,15648.0,823.0,2.0,32.0,512 GB
"Infinix Smart 6 HD (Origin Blue, 32 GB)","₹5,799",4.4,"15,648 Ratings & 823 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 HD,Origin Blue,5799.0,15648.0,823.0,2.0,32.0,512 GB
"realme 9i (Prism Blue, 128 GB)","₹12,599",4.5,"1,16,293 Ratings & 6,868 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9i,Prism Blue,12599.0,116293.0,6868.0,4.0,128.0,1 TB
"APPLE iPhone 13 (Starlight, 128 GB)","₹60,999",4.7,"1,77,611 Ratings & 9,781 Reviews",128 GB ROM,APPLE,iPhone 13,Starlight,60999.0,177611.0,9781.0,,128.0,
"vivo T1X (Gravity Black, 128 GB)","₹12,999",4.5,"68,117 Ratings & 3,863 Reviews",4 GB RAM | 128 GB ROM,VIVO,T1X,Gravity Black,12999.0,68117.0,3863.0,4.0,128.0,
"POCO M3 Pro 5G (Yellow, 128 GB)","₹17,999",4.2,"52,420 Ratings & 4,434 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M3 Pro 5G,Yellow,17999.0,52420.0,4434.0,6.0,128.0,1 TB
"vivo T1X (Space Blue, 128 GB)","₹12,999",4.5,"68,117 Ratings & 3,863 Reviews",4 GB RAM | 128 GB ROM,VIVO,T1X,Space Blue,12999.0,68117.0,3863.0,4.0,128.0,
"SAMSUNG Galaxy S21 FE 5G (Graphite, 128 GB)","₹35,999",4.4,"29,082 Ratings & 3,001 Reviews",8 GB RAM | 128 GB ROM,SAMSUNG,Galaxy S21 FE 5G,Graphite,35999.0,29082.0,3001.0,8.0,128.0,
"Infinix Hot 12 (7° Purple, 64 GB)","₹8,899",4.2,"14,750 Ratings & 1,095 Reviews",4 GB RAM | 64 GB ROM,INFINIX,Hot 12,7° Purple,8899.0,14750.0,1095.0,4.0,64.0,
"vivo T1 44W (Midnight Galaxy, 128 GB)","₹14,499",4.5,"74,897 Ratings & 5,493 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 44W,Midnight Galaxy,14499.0,74897.0,5493.0,4.0,128.0,1 TB
"vivo T1 44W (Starry Sky, 128 GB)","₹14,499",4.5,"74,897 Ratings & 5,493 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 44W,Starry Sky,14499.0,74897.0,5493.0,4.0,128.0,1 TB
"Infinix Smart 6 HD (Force Black, 32 GB)","₹5,799",4.4,"15,648 Ratings & 823 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 HD,Force Black,5799.0,15648.0,823.0,2.0,32.0,512 GB
"realme 9i (Prism Blue, 128 GB)","₹13,599",4.5,"25,752 Ratings & 1,531 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9i,Prism Blue,13599.0,25752.0,1531.0,6.0,128.0,1 TB
"realme 9i (Prism Black, 128 GB)","₹12,599",4.5,"1,16,293 Ratings & 6,868 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,9i,Prism Black,12599.0,116293.0,6868.0,4.0,128.0,1 TB
Nokia 105 SS,"₹1,299",4.2,"24,816 Ratings & 1,801 Reviews",32 MB RAM | 32 MB ROM,NOKIA,105 SS,,1299.0,24816.0,1801.0,,,
"Infinix Hot 12 (Exploratory Blue, 64 GB)","₹8,899",4.2,"14,750 Ratings & 1,095 Reviews",4 GB RAM | 64 GB ROM,INFINIX,Hot 12,Exploratory Blue,8899.0,14750.0,1095.0,4.0,64.0,
"MOTOROLA g42 (Metallic Rose, 64 GB)","₹10,999",4.1,"3,075 Ratings & 385 Reviews",4 GB RAM | 64 GB ROM,MOTOROLA,g42,Metallic Rose,10999.0,3075.0,385.0,4.0,64.0,
"MOTOROLA g72 (Meteorite Grey, 128 GB)","₹14,999",4.1,"4,878 Ratings & 776 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g72,Meteorite Grey,14999.0,4878.0,776.0,6.0,128.0,1 TB
"MOTOROLA g31 (Baby Blue, 128 GB)","₹11,999",4.1,"12,475 Ratings & 1,337 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g31,Baby Blue,11999.0,12475.0,1337.0,6.0,128.0,1 TB
"APPLE iPhone 13 (Pink, 128 GB)","₹60,999",4.7,"1,77,611 Ratings & 9,781 Reviews",128 GB ROM,APPLE,iPhone 13,Pink,60999.0,177611.0,9781.0,,128.0,
"MOTOROLA g72 (Polar Blue, 128 GB)","₹14,999",4.1,"4,878 Ratings & 776 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g72,Polar Blue,14999.0,4878.0,776.0,6.0,128.0,1 TB
"POCO M4 Pro 5G (Yellow, 64 GB)","₹11,999",4.3,"33,258 Ratings & 2,972 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Yellow,11999.0,33258.0,2972.0,4.0,64.0,1 TB
"vivo T1X (Space Blue, 128 GB)","₹14,999",4.4,"3,415 Ratings & 211 Reviews",6 GB RAM | 128 GB ROM,VIVO,T1X,Space Blue,14999.0,3415.0,211.0,6.0,128.0,
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","₹20,499",4.1,"3,123 Ratings & 411 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g82 5G,Meterorite Grey,20499.0,3123.0,411.0,8.0,128.0,1 TB
"Infinix Smart 6 Plus (Tranquil Sea Blue, 64 GB)","₹7,599",4.2,"9,919 Ratings & 738 Reviews",3 GB RAM | 64 GB ROM | Expandable Upto 512 GB,INFINIX,Smart 6 Plus,Tranquil Sea Blue,7599.0,9919.0,738.0,3.0,64.0,512 GB
"vivo T1 44W (Midnight Galaxy, 128 GB)","₹15,999",4.4,"43,289 Ratings & 3,353 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 44W,Midnight Galaxy,15999.0,43289.0,3353.0,6.0,128.0,1 TB
"vivo T1 44W (Starry Sky, 128 GB)","₹15,999",4.4,"43,289 Ratings & 3,353 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 44W,Starry Sky,15999.0,43289.0,3353.0,6.0,128.0,1 TB
"REDMI 10 (Caribbean Green, 64 GB)","₹9,999",4.3,"1,65,144 Ratings & 10,864 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,REDMI,10,Caribbean Green,9999.0,165144.0,10864.0,4.0,64.0,1 TB
"realme 10 Pro 5G (Dark Matter, 128 GB)","₹18,999",4.4,"3,410 Ratings & 339 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,10 Pro 5G,Dark Matter,18999.0,3410.0,339.0,6.0,128.0,1 TB
"realme 10 Pro 5G (Nebula Blue, 128 GB)","₹19,999",4.4,"1,963 Ratings & 193 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,10 Pro 5G,Nebula Blue,19999.0,1963.0,193.0,8.0,128.0,1 TB
"Infinix Hot 12 (Polar Black, 64 GB)","₹8,899",4.2,"14,750 Ratings & 1,095 Reviews",4 GB RAM | 64 GB ROM,INFINIX,Hot 12,Polar Black,8899.0,14750.0,1095.0,4.0,64.0,
"SAMSUNG Galaxy F13 (Nightsky Green, 128 GB)","₹12,999",4.4,"1,08,205 Ratings & 6,211 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F13,Nightsky Green,12999.0,108205.0,6211.0,4.0,128.0,1 TB
"POCO M4 Pro 5G (Power Black, 128 GB)","₹14,999",4.2,"7,856 Ratings & 692 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Power Black,14999.0,7856.0,692.0,8.0,128.0,1 TB
"realme 9 (Sunburst Gold, 128 GB)","₹14,599",4.4,"55,583 Ratings & 4,035 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9,Sunburst Gold,14599.0,55583.0,4035.0,6.0,128.0,256 GB
"realme 9 (Stargaze White, 128 GB)","₹14,599",4.4,"55,583 Ratings & 4,035 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9,Stargaze White,14599.0,55583.0,4035.0,6.0,128.0,256 GB
"realme 9 (Meteor Black, 128 GB)","₹14,599",4.4,"55,583 Ratings & 4,035 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9,Meteor Black,14599.0,55583.0,4035.0,6.0,128.0,256 GB
"MOTOROLA g82 5G (Meterorite Grey, 128 GB)","₹18,999",4.2,"5,211 Ratings & 703 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g82 5G,Meterorite Grey,18999.0,5211.0,703.0,6.0,128.0,1 TB
"vivo T1 5G (Starlight Black, 128 GB)","₹16,990",4.4,"1,57,801 Ratings & 12,539 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Starlight Black,16990.0,157801.0,12539.0,6.0,128.0,1 TB
"vivo T1 5G (Silky White, 128 GB)","₹16,990",4.4,"1,57,801 Ratings & 12,539 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,T1 5G,Silky White,16990.0,157801.0,12539.0,6.0,128.0,1 TB
"POCO M4 Pro 5G (Cool Blue, 128 GB)","₹14,999",4.2,"7,856 Ratings & 692 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Cool Blue,14999.0,7856.0,692.0,8.0,128.0,1 TB
"REDMI 9i Sport (Metallic Blue, 64 GB)","₹7,199",4.3,"2,09,377 Ratings & 12,027 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,REDMI,9i Sport,Metallic Blue,7199.0,209377.0,12027.0,4.0,64.0,512 GB
"MOTOROLA g31 (Meteorite Grey, 64 GB)","₹9,999",4.2,"31,884 Ratings & 3,711 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,MOTOROLA,g31,Meteorite Grey,9999.0,31884.0,3711.0,4.0,64.0,1 TB
"POCO M4 Pro (Power Black, 128 GB)","₹16,499",4.3,"1,30,276 Ratings & 11,960 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro,Power Black,16499.0,130276.0,11960.0,6.0,128.0,1 TB
"SAMSUNG Galaxy F13 (Sunrise Copper, 128 GB)","₹12,999",4.4,"1,08,205 Ratings & 6,211 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F13,Sunrise Copper,12999.0,108205.0,6211.0,4.0,128.0,1 TB
"MOTOROLA g82 5G (White Lily, 128 GB)","₹20,499",4.1,"3,123 Ratings & 411 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,MOTOROLA,g82 5G,White Lily,20499.0,3123.0,411.0,8.0,128.0,1 TB
"APPLE iPhone 12 mini (Black, 64 GB)","₹37,999",4.5,"1,23,326 Ratings & 9,923 Reviews",64 GB ROM,APPLE,iPhone 12 mini,Black,37999.0,123326.0,9923.0,,64.0,
"OPPO F19 Pro+ 5G (Fluid Black, 128 GB)","₹19,990",4.3,"24,287 Ratings & 2,518 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,F19 Pro 5G,Fluid Black,19990.0,24287.0,2518.0,8.0,128.0,256 GB
"POCO M4 Pro 5G (Yellow, 128 GB)","₹13,999",4.2,"41,124 Ratings & 3,691 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,M4 Pro 5G,Yellow,13999.0,41124.0,3691.0,6.0,128.0,1 TB
"realme C30 (Bamboo Green, 32 GB)","₹6,999",4.1,"32,757 Ratings & 2,159 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Bamboo Green,6999.0,32757.0,2159.0,3.0,32.0,1 TB
"realme C30 (Denim Black, 32 GB)","₹5,999",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Denim Black,5999.0,66939.0,3492.0,2.0,32.0,1 TB
"realme C30 (Bamboo Green, 32 GB)","₹5,999",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Bamboo Green,5999.0,66939.0,3492.0,2.0,32.0,1 TB
"realme C30 (Lake Blue, 32 GB)","₹5,999",4.3,"66,939 Ratings & 3,492 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 1 TB,REALME,C30,Lake Blue,5999.0,66939.0,3492.0,2.0,32.0,1 TB
"POCO X4 Pro 5G (Laser Blue, 128 GB)","₹19,999",4.2,"61,334 Ratings & 6,308 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,X4 Pro 5G,Laser Blue,19999.0,61334.0,6308.0,6.0,128.0,1 TB
"APPLE iPhone 14 (Midnight, 256 GB)","₹83,990",4.6,981 Ratings & 67 Reviews,256 GB ROM,APPLE,iPhone 14,Midnight,83990.0,981.0,67.0,,256.0,
"SAMSUNG Galaxy F13 (Waterfall Blue, 128 GB)","₹12,999",4.4,"1,08,205 Ratings & 6,211 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy F13,Waterfall Blue,12999.0,108205.0,6211.0,4.0,128.0,1 TB
"APPLE iPhone 13 (Midnight, 128 GB)","₹60,999",4.7,"1,77,611 Ratings & 9,781 Reviews",128 GB ROM,APPLE,iPhone 13,Midnight,60999.0,177611.0,9781.0,,128.0,
"APPLE iPhone 14 (Starlight, 256 GB)","₹83,990",4.6,981 Ratings & 67 Reviews,256 GB ROM,APPLE,iPhone 14,Starlight,83990.0,981.0,67.0,,256.0,
"OPPO K10 (Black Carbon, 128 GB)","₹13,990",4.4,"95,135 Ratings & 7,013 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,K10,Black Carbon,13990.0,95135.0,7013.0,6.0,128.0,1 TB
"realme 9 (Stargaze White, 128 GB)","₹15,599",4.4,"20,705 Ratings & 1,568 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,9,Stargaze White,15599.0,20705.0,1568.0,8.0,128.0,256 GB
"OPPO K10 (Blue Flame, 128 GB)","₹13,990",4.4,"95,135 Ratings & 7,013 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,K10,Blue Flame,13990.0,95135.0,7013.0,6.0,128.0,1 TB
"REDMI 10 (Pacific Blue, 128 GB)","₹11,999",4.2,"21,630 Ratings & 1,610 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REDMI,10,Pacific Blue,11999.0,21630.0,1610.0,6.0,128.0,1 TB
"MOTOROLA g31 (Baby Blue, 64 GB)","₹9,999",4.2,"31,884 Ratings & 3,711 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,MOTOROLA,g31,Baby Blue,9999.0,31884.0,3711.0,4.0,64.0,1 TB
"MOTOROLA Edge 30 (Aurora Green, 128 GB)","₹24,999",4.1,"3,589 Ratings & 526 Reviews",8 GB RAM | 128 GB ROM,MOTOROLA,Edge 30,Aurora Green,24999.0,3589.0,526.0,8.0,128.0,
"Infinix Note 12 5G (Force Black, 64 GB)","₹12,999",4.2,"10,906 Ratings & 1,285 Reviews",6 GB RAM | 64 GB ROM | Expandable Upto 2 TB,INFINIX,Note 12 5G,Force Black,12999.0,10906.0,1285.0,6.0,64.0,2 TB
