Model,Mrp,Rating,Review,Specs,Brand,Model_name,Color,Price,Ratings,Reviews,RAM,ROM,Expandable Upto
Micromax X512,"₹1,125",3.7,58 Ratings & 3 Reviews,32 MB RAM | 32 MB ROM,MICROMAX,X512,,1125.0,58.0,3.0,,,
"itel Vision 3 (Multi Green, 64 GB)","₹7,999",4.0,412 Ratings & 49 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,ITEL,Vision 3,Multi Green,7999.0,412.0,49.0,3.0,64.0,128 GB
"Tecno Spark 9T (Atlantic Blue, 64 GB)","₹9,445",4.3,48 Ratings & 4 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,TECNO,Spark 9T,Atlantic Blue,9445.0,48.0,4.0,4.0,64.0,512 GB
"REDMI Note 10T 5G (Metallic Blue, 64 GB)","₹14,999",4.3,"44,119 Ratings & 3,200 Reviews",4 GB RAM | 64 GB ROM,REDMI,Note 10T 5G,Metallic Blue,14999.0,44119.0,3200.0,4.0,64.0,
"OPPO A17K (Gold, 64 GB)","₹9,974",4.1,27 Ratings & 0 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 1 TB,OPPO,A17K,Gold,9974.0,27.0,0.0,3.0,64.0,1 TB
"REDMI A1+ (Light Blue, 32 GB)","₹7,499",4.2,542 Ratings & 44 Reviews,2 GB RAM | 32 GB ROM | Expandable Upto 512 GB,REDMI,A1,Light Blue,7499.0,542.0,44.0,2.0,32.0,512 GB
"Google Pixel 7 (Snow, 128 GB)","₹59,999",4.4,"1,775 Ratings & 329 Reviews",8 GB RAM | 128 GB ROM,GOOGLE,Pixel 7,Snow,59999.0,1775.0,329.0,8.0,128.0,
"realme GT Master Edition (Luna White, 128 GB)","₹27,999",4.3,"61,530 Ratings & 6,559 Reviews",8 GB RAM | 128 GB ROM,REALME,GT Master Edition,Luna White,27999.0,61530.0,6559.0,8.0,128.0,
"Redmi 9A (SeaBlue, 32 GB)","₹7,789",4.3,"21,404 Ratings & 1,284 Reviews",2 GB RAM | 32 GB ROM,REDMI,9A,SeaBlue,7789.0,21404.0,1284.0,2.0,32.0,
Nokia 105DS PLUS,"₹1,549",4.1,240 Ratings & 16 Reviews,32 MB RAM | 32 MB ROM,NOKIA,105DS PLUS,,1549.0,240.0,16.0,,,
"REDMI Note 12 Pro+ 5G (Obsidian Black, 256 GB)","₹29,999",,,8 GB RAM | 256 GB ROM,REDMI,Note 12 Pro 5G,Obsidian Black,29999.0,,,8.0,256.0,
"vivo V23e 5G (Sunshine Gold, 128 GB)","₹24,999",4.2,"1,890 Ratings & 172 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,V23e 5G,Sunshine Gold,24999.0,1890.0,172.0,8.0,128.0,1 TB
"SAMSUNG Galaxy A13 (Peach, 128 GB)","₹16,499",4.1,257 Ratings & 19 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A13,Peach,16499.0,257.0,19.0,6.0,128.0,1 TB
"REDMI Note 11S (Horizon Blue, 128 GB)","₹15,995",4.2,872 Ratings & 85 Reviews,8 GB RAM | 128 GB ROM,REDMI,Note 11S,Horizon Blue,15995.0,872.0,85.0,8.0,128.0,
"Infinix Smart 5A (Midnight Black, 32 GB)","₹7,199",4.3,"78,425 Ratings & 5,384 Reviews",2 GB RAM | 32 GB ROM | Expandable Upto 256 GB,INFINIX,Smart 5A,Midnight Black,7199.0,78425.0,5384.0,2.0,32.0,256 GB
"REDMI 10 Power (Power Black, 128 GB)","₹12,990",4.1,503 Ratings & 32 Reviews,8 GB RAM | 128 GB ROM,REDMI,10 Power,Power Black,12990.0,503.0,32.0,8.0,128.0,
SAMSUNG Metro 313,"₹2,840",4.2,"1,451 Ratings & 142 Reviews",512 MB RAM | 2.27 MB ROM,SAMSUNG,Metro 313,,2840.0,1451.0,142.0,,,
"APPLE iPhone 12 mini (Black, 256 GB)","₹52,999",4.5,"1,23,326 Ratings & 9,923 Reviews",256 GB ROM,APPLE,iPhone 12 mini,Black,52999.0,123326.0,9923.0,,256.0,
KARBONN K310i,₹920,3.7,326 Ratings & 24 Reviews,10 MB RAM | 10 MB ROM,KARBONN,K310i,,920.0,326.0,24.0,,,
"Tecno Pova Neo (Geek Blue, 128 GB)","₹10,389",4.1,611 Ratings & 50 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,TECNO,Pova Neo,Geek Blue,10389.0,611.0,50.0,6.0,128.0,256 GB
"SAMSUNG Galaxy A04 (Copper, 128 GB)","₹12,999",,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A04,Copper,12999.0,,,4.0,128.0,1 TB
itel Muzik 110,"₹1,249",4.1,331 Ratings & 36 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,Muzik 110,,1249.0,331.0,36.0,,,32 GB
"OPPO K10 5G (Ocean Blue, 128 GB)","₹16,499",4.4,"52,584 Ratings & 4,032 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,K10 5G,Ocean Blue,16499.0,52584.0,4032.0,8.0,128.0,1 TB
"OnePlus Nord CE 2 Lite 5G (Black Dusk, 128 GB)","₹19,989",4.3,"40,620 Ratings & 3,313 Reviews",6 GB RAM | 128 GB ROM,ONEPLUS,Nord CE 2 Lite 5G,Black Dusk,19989.0,40620.0,3313.0,6.0,128.0,
"APPLE iPhone 11 (Purple, 64 GB)","₹39,999",4.6,"1,76,742 Ratings & 10,518 Reviews",64 GB ROM,APPLE,iPhone 11,Purple,39999.0,176742.0,10518.0,,64.0,
MTR MT322,₹749,3.7,26 Ratings & 3 Reviews,32 MB RAM | 32 MB ROM,MTR,MT322,,749.0,26.0,3.0,,,
"REDMI Note 11T 5G (Aquamarine Blue, 128 GB)","₹19,490",4.3,"2,852 Ratings & 250 Reviews",8 GB RAM | 128 GB ROM,REDMI,Note 11T 5G,Aquamarine Blue,19490.0,2852.0,250.0,8.0,128.0,
KARBONN K9,"₹1,345",4.1,"7,654 Ratings & 646 Reviews",6.6 cm (2.6 inch) QVGA Display,KARBONN,K9,,1345.0,7654.0,646.0,,,
"OPPO A54 (Starry Blue, 64 GB)","₹12,489",4.4,"10,827 Ratings & 670 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,OPPO,A54,Starry Blue,12489.0,10827.0,670.0,4.0,64.0,256 GB
"OPPO A54 (Moonlight Gold, 64 GB)","₹13,990",4.4,"10,827 Ratings & 670 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,OPPO,A54,Moonlight Gold,13990.0,10827.0,670.0,4.0,64.0,256 GB
"OPPO A54 (Crystal Black, 128 GB)","₹14,990",4.4,"10,827 Ratings & 670 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,A54,Crystal Black,14990.0,10827.0,670.0,4.0,128.0,256 GB
"OPPO A54 (Starry Blue, 128 GB)","₹14,780",4.3,"4,016 Ratings & 228 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,A54,Starry Blue,14780.0,4016.0,228.0,6.0,128.0,256 GB
"APPLE iPhone 14 Plus (Purple, 256 GB)","₹92,999",4.6,412 Ratings & 48 Reviews,256 GB ROM,APPLE,iPhone 14 Plus,Purple,92999.0,412.0,48.0,,256.0,
"MOTOROLA Edge 30 Fusion (Solar Gold, 128 GB)","₹39,999",4.3,"1,806 Ratings & 343 Reviews",8 GB RAM | 128 GB ROM,MOTOROLA,Edge 30 Fusion,Solar Gold,39999.0,1806.0,343.0,8.0,128.0,
Nokia 110 TA-1302 DS,"₹1,699",4.0,"24,647 Ratings & 1,954 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 MB,NOKIA,110 TA 1302 DS,,1699.0,24647.0,1954.0,,,32 MB
Kechaoda K33 Rock,"₹1,199",4.4,25 Ratings & 0 Reviews,32 MB RAM | 32 MB ROM,KECHAODA,K33 Rock,,1199.0,25.0,0.0,,,
"Xiaomi 11i Hypercharge 5G (Pacific Pearl, 128 GB)","₹28,999",4.2,"6,430 Ratings & 720 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,XIAOMI,11i Hypercharge 5G,Pacific Pearl,28999.0,6430.0,720.0,8.0,128.0,1 TB
"POCO X3 Pro (Steel Blue, 128 GB)","₹25,999",4.3,"55,941 Ratings & 5,228 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,POCO,X3 Pro,Steel Blue,25999.0,55941.0,5228.0,8.0,128.0,1 TB
"OPPO A12 (Flowing Silver, 32 GB)","₹9,990",4.4,"74,992 Ratings & 4,510 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,OPPO,A12,Flowing Silver,9990.0,74992.0,4510.0,3.0,32.0,256 GB
"OPPO A12 (Deep Blue, 32 GB)","₹9,990",4.4,"74,992 Ratings & 4,510 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,OPPO,A12,Deep Blue,9990.0,74992.0,4510.0,3.0,32.0,256 GB
"APPLE iPhone 14 Plus (Midnight, 256 GB)","₹92,999",4.6,412 Ratings & 48 Reviews,256 GB ROM,APPLE,iPhone 14 Plus,Midnight,92999.0,412.0,48.0,,256.0,
"Infinix Hot 11S (Green Wave, 128 GB)","₹11,999",4.3,"48,526 Ratings & 5,194 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 11S,Green Wave,11999.0,48526.0,5194.0,4.0,128.0,256 GB
"Redmi Note 11 (Space Black, 64 GB)","₹13,435",4.2,"9,161 Ratings & 718 Reviews",6 GB RAM | 64 GB ROM,REDMI,Note 11,Space Black,13435.0,9161.0,718.0,6.0,64.0,
"REDMI NOTE 10 LITE (Aurora Blue, 128 GB)","₹14,449",4.3,"2,097 Ratings & 165 Reviews",4 GB RAM | 128 GB ROM,REDMI,NOTE 10 LITE,Aurora Blue,14449.0,2097.0,165.0,4.0,128.0,
itel Power110Neo,"₹1,325",,,32 MB RAM | 32 MB ROM,ITEL,Power110Neo,,1325.0,,,,,
"�Note 11 (Horizon Blue, 64 GB)","₹12,999",,,6 GB RAM | 64 GB ROM,NOTE,11,Horizon Blue,12999.0,,,6.0,64.0,
Kechaoda K28,"₹1,340",4.1,"2,691 Ratings & 241 Reviews",32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,KECHAODA,K28,,1340.0,2691.0,241.0,,,16 GB
"SAMSUNG GALAXY M13 5G (?Stardust Brown, 128 GB)","₹14,849",4.1,402 Ratings & 28 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13 5G,?Stardust Brown,14849.0,402.0,28.0,6.0,128.0,
"SAMSUNG GALAXY M13 (Aqua Green, 64 GB)","₹10,990",4.2,"1,860 Ratings & 131 Reviews",4 GB RAM | 64 GB ROM,SAMSUNG,GALAXY M13,Aqua Green,10990.0,1860.0,131.0,4.0,64.0,
"IQOO Z6 5G (Dynamo Black, 128 GB)","₹17,399",4.2,522 Ratings & 38 Reviews,6 GB RAM | 128 GB ROM,IQOO,Z6 5G,Dynamo Black,17399.0,522.0,38.0,6.0,128.0,
"APPLE iPhone 12 mini (Blue, 64 GB)","₹38,999",4.5,"1,23,326 Ratings & 9,923 Reviews",64 GB ROM,APPLE,iPhone 12 mini,Blue,38999.0,123326.0,9923.0,,64.0,
"SAMSUNG GALAXY M13 (Midnight Blue, 128 GB)","₹14,989",4.2,360 Ratings & 24 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13,Midnight Blue,14989.0,360.0,24.0,6.0,128.0,
MarQ by Flipkart M70 Shakti,"₹1,599",4.0,"3,269 Ratings & 412 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,MARQ,by Flipkart M70 Shakti,,1599.0,3269.0,412.0,,,32 GB
"APPLE iPhone 12 mini (White, 128 GB)","₹43,999",4.5,"1,23,326 Ratings & 9,923 Reviews",128 GB ROM,APPLE,iPhone 12 mini,White,43999.0,123326.0,9923.0,,128.0,
Kechaoda K115,"₹1,125",4.1,"28,686 Ratings & 2,225 Reviews",32 MB RAM | 32 MB ROM,KECHAODA,K115,,1125.0,28686.0,2225.0,,,
"REDMI 9 Prime (Matte Black, 128 GB)","₹12,490",4.4,"2,26,830 Ratings & 15,261 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 512 GB,REDMI,9 Prime,Matte Black,12490.0,226830.0,15261.0,4.0,128.0,512 GB
"SAMSUNG GALAXY M13 (Aqua Green, 128 GB)","₹15,490",4.2,360 Ratings & 24 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,GALAXY M13,Aqua Green,15490.0,360.0,24.0,6.0,128.0,
itel it5026,"₹1,305",4.0,"1,057 Ratings & 99 Reviews",4 MB RAM | 4 MB ROM,ITEL,it5026,,1305.0,1057.0,99.0,,,
BlackZone B310,₹839,3.8,"3,419 Ratings & 277 Reviews",10 MB RAM | 10 MB ROM | Expandable Upto 32 GB,BLACKZONE,B310,,839.0,3419.0,277.0,,,32 GB
"POCO M3 Pro 5G (Cool Blue, 64 GB)","₹15,999",4.3,"62,986 Ratings & 4,881 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,POCO,M3 Pro 5G,Cool Blue,15999.0,62986.0,4881.0,4.0,64.0,1 TB
"OPPO F21s Pro 5G (Starlight Black, 128 GB)","₹25,999",4.2,226 Ratings & 17 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,F21s Pro 5G,Starlight Black,25999.0,226.0,17.0,8.0,128.0,1 TB
"REDMI Note 11S (Space Black, 64 GB)","₹16,499",4.2,"2,082 Ratings & 170 Reviews",6 GB RAM | 64 GB ROM,REDMI,Note 11S,Space Black,16499.0,2082.0,170.0,6.0,64.0,
Kechaoda K115 PRO,"₹1,199",3.9,84 Ratings & 7 Reviews,32 MB RAM | 32 MB ROM,KECHAODA,K115 PRO,,1199.0,84.0,7.0,,,
"OPPO Reno7 Pro 5G (Starlight Black, 256 GB)","₹34,999",4.3,"7,740 Ratings & 1,040 Reviews",12 GB RAM | 256 GB ROM,OPPO,Reno7 Pro 5G,Starlight Black,34999.0,7740.0,1040.0,12.0,256.0,
"SAMSUNG Galaxy M32 (Black, 64 GB)","₹11,999",4.2,"4,237 Ratings & 431 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy M32,Black,11999.0,4237.0,431.0,4.0,64.0,1 TB
"APPLE iPhone 14 Pro Max (Space Black, 256 GB)","₹1,49,900",4.7,418 Ratings & 44 Reviews,256 GB ROM,APPLE,iPhone 14 Pro Max,Space Black,149900.0,418.0,44.0,,256.0,
KARBONN K140 Pop,"₹1,080",3.9,"5,272 Ratings & 458 Reviews",32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,KARBONN,K140 Pop,,1080.0,5272.0,458.0,,,16 GB
"Tecno Spark 8C (Iris Purple, 64 GB)","₹8,299",4.2,431 Ratings & 32 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 256 GB,TECNO,Spark 8C,Iris Purple,8299.0,431.0,32.0,3.0,64.0,256 GB
"Redmi Note 11 (Space Black, 128 GB)","₹15,884",4.2,"9,161 Ratings & 718 Reviews",6 GB RAM | 128 GB ROM,REDMI,Note 11,Space Black,15884.0,9161.0,718.0,6.0,128.0,
"itel vision 1 pro (AURORA BLUE, 32 GB)","₹5,889",4.0,387 Ratings & 36 Reviews,2 GB RAM | 32 GB ROM,ITEL,vision 1 pro,AURORA BLUE,5889.0,387.0,36.0,2.0,32.0,
itel Power 100 New,"₹1,315",4.2,786 Ratings & 55 Reviews,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,Power 100 New,,1315.0,786.0,55.0,,,32 GB
"REDMI 11 Prime 5G (Chrome Silver, 64 GB)","₹13,989",4.2,791 Ratings & 57 Reviews,4 GB RAM | 64 GB ROM,REDMI,11 Prime 5G,Chrome Silver,13989.0,791.0,57.0,4.0,64.0,
"REDMI 11 Prime 5G (Meadow Green, 128 GB)","₹16,999",4.2,174 Ratings & 15 Reviews,6 GB RAM | 128 GB ROM,REDMI,11 Prime 5G,Meadow Green,16999.0,174.0,15.0,6.0,128.0,
"OPPO A57 (Glowing Green, 64 GB)","₹13,999",4.4,"1,999 Ratings & 101 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,OPPO,A57,Glowing Green,13999.0,1999.0,101.0,4.0,64.0,1 TB
"OPPO A55 (Starry Black, 128 GB)","₹15,000",4.1,358 Ratings & 19 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 256 GB,OPPO,A55,Starry Black,15000.0,358.0,19.0,6.0,128.0,256 GB
"Redmi Note 11 (Starburst White, 128 GB)","₹15,190",4.2,"9,161 Ratings & 718 Reviews",6 GB RAM | 128 GB ROM,REDMI,Note 11,Starburst White,15190.0,9161.0,718.0,6.0,128.0,
"vivo V25 5G (Elegant Black, 128 GB)","₹27,799",4.3,"6,050 Ratings & 614 Reviews",8 GB RAM | 128 GB ROM,VIVO,V25 5G,Elegant Black,27799.0,6050.0,614.0,8.0,128.0,
"Tecno Spark 8C (Magnet Black, 64 GB)","₹9,135",4.2,99 Ratings & 9 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,TECNO,Spark 8C,Magnet Black,9135.0,99.0,9.0,4.0,64.0,256 GB
"OPPO A55 (Starry Black, 64 GB)","₹14,490",4.3,673 Ratings & 62 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,OPPO,A55,Starry Black,14490.0,673.0,62.0,4.0,64.0,256 GB
"SAMSUNG M53 5G (Mystique Green, 128 GB)","₹24,790",4.2,421 Ratings & 42 Reviews,6 GB RAM | 128 GB ROM,SAMSUNG,M53 5G,Mystique Green,24790.0,421.0,42.0,6.0,128.0,
itel IT2163,₹999,4.0,"12,591 Ratings & 1,043 Reviews",4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,ITEL,IT2163,,999.0,12591.0,1043.0,,,32 GB
"realme Narzo 30 5G (Racing Silver, 128 GB)","₹16,999",4.3,"84,215 Ratings & 7,331 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,REALME,Narzo 30 5G,Racing Silver,16999.0,84215.0,7331.0,6.0,128.0,1 TB
"REDMI Note 11S (Polar White, 128 GB)","₹16,990",4.2,872 Ratings & 85 Reviews,8 GB RAM | 128 GB ROM,REDMI,Note 11S,Polar White,16990.0,872.0,85.0,8.0,128.0,
"Tecno Pova 3 (Eco Black, 128 GB)","₹13,955",4.1,170 Ratings & 12 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,TECNO,Pova 3,Eco Black,13955.0,170.0,12.0,6.0,128.0,512 GB
"OPPO A16E (Midnight Black, 32 GB)","₹9,990",4.3,656 Ratings & 26 Reviews,3 GB RAM | 32 GB ROM | Expandable Upto 1 TB,OPPO,A16E,Midnight Black,9990.0,656.0,26.0,3.0,32.0,1 TB
"vivo V25 Pro 5G (Pure Black, 128 GB)","₹35,999",4.3,"5,581 Ratings & 788 Reviews",8 GB RAM | 128 GB ROM,VIVO,V25 Pro 5G,Pure Black,35999.0,5581.0,788.0,8.0,128.0,
"Redmi 6 Pro (Gold, 32 GB)","₹8,999",4.3,"11,479 Ratings & 832 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 256 GB,REDMI,6 Pro,Gold,8999.0,11479.0,832.0,3.0,32.0,256 GB
"itel Vision 3 (Multi Green, 64 GB)","₹6,911",4.0,412 Ratings & 49 Reviews,3 GB RAM | 64 GB ROM | Expandable Upto 128 GB,ITEL,Vision 3,Multi Green,6911.0,412.0,49.0,3.0,64.0,128 GB
"OPPO F21SPRO (Orange, 128 GB)","₹21,989",4.1,20 Ratings & 0 Reviews,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,F21SPRO,Orange,21989.0,20.0,0.0,8.0,128.0,1 TB
Micromax S 211,"₹1,399",,,32 MB RAM | 32 MB ROM,MICROMAX,S 211,,1399.0,,,,,
"IQOO Neo 6 5G (Dark Nova, 256 GB)","₹34,895",4.4,289 Ratings & 35 Reviews,12 GB RAM | 256 GB ROM,IQOO,Neo 6 5G,Dark Nova,34895.0,289.0,35.0,12.0,256.0,
"REDMI Note 11 Pro (Stealth Black, 128 GB)","₹20,199",4.1,631 Ratings & 45 Reviews,8 GB RAM | 128 GB ROM,REDMI,Note 11 Pro,Stealth Black,20199.0,631.0,45.0,8.0,128.0,
"OPPO A16 (Royal Gold, 64 GB)","₹12,990",4.3,"3,670 Ratings & 262 Reviews",4 GB RAM | 64 GB ROM,OPPO,A16,Royal Gold,12990.0,3670.0,262.0,4.0,64.0,
"SAMSUNG S20 FE 5G (Cloud Lavender, 128 GB)","₹35,599",4.2,"3,658 Ratings & 419 Reviews",8 GB RAM | 128 GB ROM,SAMSUNG,S20 FE 5G,Cloud Lavender,35599.0,3658.0,419.0,8.0,128.0,
Micromax X778,"₹1,480",3.9,"2,418 Ratings & 244 Reviews",32 MB RAM | 32 MB ROM,MICROMAX,X778,,1480.0,2418.0,244.0,,,
"OPPO A77 (Sky Blue, 64 GB)","₹15,499",4.3,222 Ratings & 11 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,OPPO,A77,Sky Blue,15499.0,222.0,11.0,4.0,64.0,1 TB
"REDMI Note 11S (Horizon Blue, 128 GB)","₹15,999",4.2,872 Ratings & 85 Reviews,8 GB RAM | 128 GB ROM,REDMI,Note 11S,Horizon Blue,15999.0,872.0,85.0,8.0,128.0,
"POCO X2 (Atlantis Blue, 128 GB)","₹17,998",4.5,"2,71,045 Ratings & 28,994 Reviews",6 GB RAM | 128 GB ROM | Expandable Upto 512 GB,POCO,X2,Atlantis Blue,17998.0,271045.0,28994.0,6.0,128.0,512 GB
Kechaoda K33,"₹1,124",4.0,"8,248 Ratings & 552 Reviews",32 MB RAM | 32 MB ROM,KECHAODA,K33,,1124.0,8248.0,552.0,,,
"OnePlus 10R 5G (Forest Green, 256 GB)","₹38,302",4.2,775 Ratings & 58 Reviews,12 GB RAM | 256 GB ROM,ONEPLUS,10R 5G,Forest Green,38302.0,775.0,58.0,12.0,256.0,
LAVA A5,"₹1,520",4.1,"12,395 Ratings & 1,175 Reviews",32 MB RAM | 24 MB ROM | Expandable Upto 32 GB,LAVA,A5,,1520.0,12395.0,1175.0,,,32 GB
"itel Vision3 (Jewel Blue, 32 GB)","₹5,790",4.3,43 Ratings & 3 Reviews,2 GB RAM | 32 GB ROM,ITEL,Vision3,Jewel Blue,5790.0,43.0,3.0,2.0,32.0,
"vivo Y53s (Deep Sea Blue, 128 GB)","₹15,490",4.3,"18,573 Ratings & 1,591 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,Y53s,Deep Sea Blue,15490.0,18573.0,1591.0,8.0,128.0,1 TB
"OPPO K10 5G (Midnight Black, 128 GB)","₹16,499",4.4,"52,584 Ratings & 4,032 Reviews",8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,OPPO,K10 5G,Midnight Black,16499.0,52584.0,4032.0,8.0,128.0,1 TB
KARBONN KX3S,"₹1,085",,,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,KARBONN,KX3S,,1085.0,,,,,16 GB
"vivo Y21T (Midnight Blue, 128 GB)","₹15,499",4.4,"1,514 Ratings & 108 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,VIVO,Y21T,Midnight Blue,15499.0,1514.0,108.0,4.0,128.0,1 TB
"APPLE iPhone 13 (Starlight, 256 GB)","₹70,999",4.7,"1,77,611 Ratings & 9,781 Reviews",256 GB ROM,APPLE,iPhone 13,Starlight,70999.0,177611.0,9781.0,,256.0,
"Redmi 9A Sport (Carbon Black, 32 GB)","₹6,983",4.1,"24,369 Ratings & 1,859 Reviews",2 GB RAM | 32 GB ROM,REDMI,9A Sport,Carbon Black,6983.0,24369.0,1859.0,2.0,32.0,
"Infinix Hot 11S (Green Wave, 64 GB)","₹10,999",4.3,"48,526 Ratings & 5,194 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 11S,Green Wave,10999.0,48526.0,5194.0,4.0,64.0,256 GB
"Infinix Hot 11S (Polar Black, 64 GB)","₹10,999",4.3,"48,526 Ratings & 5,194 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,Hot 11S,Polar Black,10999.0,48526.0,5194.0,4.0,64.0,256 GB
"SAMSUNG Galaxy A23 (Peach, 128 GB)","₹18,499",4.2,725 Ratings & 48 Reviews,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A23,Peach,18499.0,725.0,48.0,6.0,128.0,1 TB
Kechaoda K05,"₹1,199",4.1,43 Ratings & 3 Reviews,512 MB RAM | 32 MB ROM,KECHAODA,K05,,1199.0,43.0,3.0,,,
"realme C25s (Watery Grey, 128 GB)","₹11,999",4.4,"50,559 Ratings & 2,933 Reviews",4 GB RAM | 128 GB ROM | Expandable Upto 256 GB,REALME,C25s,Watery Grey,11999.0,50559.0,2933.0,4.0,128.0,256 GB
"Infinix Note 7 (Forest Green, 64 GB)","₹14,999",4.3,"25,446 Ratings & 2,544 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,INFINIX,Note 7,Forest Green,14999.0,25446.0,2544.0,4.0,64.0,256 GB
"SAMSUNG Galaxy A04 (Green, 128 GB)","₹12,999",,,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,SAMSUNG,Galaxy A04,Green,12999.0,,,4.0,128.0,1 TB
LAVA LF9000,"₹1,880",4.3,18 Ratings & 0 Reviews,20 MB RAM | 20 MB ROM,LAVA,LF9000,,1880.0,18.0,0.0,,,
"MOTOROLA Edge 30 Pro (Stardust White, 128 GB)","₹34,999",4.0,"1,010 Ratings & 179 Reviews",8 GB RAM | 128 GB ROM,MOTOROLA,Edge 30 Pro,Stardust White,34999.0,1010.0,179.0,8.0,128.0,
LAVA LF9000,"₹1,890",4.3,18 Ratings & 0 Reviews,20 MB RAM | 20 MB ROM,LAVA,LF9000,,1890.0,18.0,0.0,,,
"REDMI 11 Prime 5G (Thunder Black, 64 GB)","₹13,996",4.2,791 Ratings & 57 Reviews,4 GB RAM | 64 GB ROM,REDMI,11 Prime 5G,Thunder Black,13996.0,791.0,57.0,4.0,64.0,
"SAMSUNG Galaxy F12 (Sky Blue, 64 GB)","₹10,499",4.3,"2,97,273 Ratings & 23,471 Reviews",4 GB RAM | 64 GB ROM | Expandable Upto 512 GB,SAMSUNG,Galaxy F12,Sky Blue,10499.0,297273.0,23471.0,4.0,64.0,512 GB
"Redmi 9A Sport (Metallic Blue, 32 GB)","₹7,397",4.2,"5,872 Ratings & 437 Reviews",3 GB RAM | 32 GB ROM | Expandable Upto 512 GB,REDMI,9A Sport,Metallic Blue,7397.0,5872.0,437.0,3.0,32.0,512 GB
"Tecno Spark 8C (Turquoise Cyan, 64 GB)","₹8,998",4.2,99 Ratings & 9 Reviews,4 GB RAM | 64 GB ROM | Expandable Upto 256 GB,TECNO,Spark 8C,Turquoise Cyan,8998.0,99.0,9.0,4.0,64.0,256 GB
Cellecor R3+,"₹1,049",3.5,11 Ratings & 1 Reviews,32 MB RAM | 32 MB ROM,CELLECOR,R3,,1049.0,11.0,1.0,,,
Kechaoda K-22,₹990,3.9,65 Ratings & 5 Reviews,32 MB RAM | 32 MB ROM,KECHAODA,K 22,,990.0,65.0,5.0,,,
